FID,name,stadt,plz,strasse,hausnr,etage,raumnummer,oeffnungszeiten,kategorie,preis,wickeln,standort_beschreibung,zustand,einschraenkungen,mail,website,telefon,zustaendiges_referat,erzeugt_bearbeitet,din_18040_1,toilette_fuer_alle,eignung_blindenhunde,eingangstuer_typ,eingangstuer_glasmarkierung,eingangstuer_klingel_taster,eingangstuer_leichte_fuehrung,eingangstuer_radar_schluessel,eingangstuer_euro_schluessel,eingangstuer_wendekreis,eingangstuer_breite,rampe,rampe_steigung,treppe_vorhanden,treppe_antirutsch,treppe_blindenschrift,treppe_gelaender,treppe_kontrast_visuell,treppe_kontrast_taktil,treppe_stufenanzahl,treppe_stufenhoehe,rollstuhllift,eingangsbereich_beschreibung,gebaeudeinneres_gangbreite,gebaeudeinneres_induktionsschleifen,gebaeudeinneres_fuehrungsrillen,gebaeudeinneres_ruhig,gebaeudeinneres_beleuchtet,aufzug_vorhanden,aufzug_tuerbreite,aufzug_tiefe,aufzug_breite,wctuer_typ,wctuer_glasmarkierung,wctuer_klingel_taster,wctuer_leichte_fuehrung,wctuer_radar_schluessel,wctuer_euro_schluessel,wctuer_wendekreis,wctuer_breite,wctuer_bemerkung,wc_badewanne,wc_dusche,wc_spiegel,wc_gelaender,wc_deckenlifter,wc_standlifter,wc_liege,wc_spiegelhoehe,wc_handtuchspenderhoehe,wc_seifenspender_hoehe,wc_waschbecken_oberkante,wc_waschbecken_hoehe_unterfahrbar,wc_waschbecken_tiefe_unterfahrbar,wc_buegel_rechts,wc_buegel_links,wc_buegel_distanz,wc_buegelhoehe,wc_sitzhoehe,wc_platz_davor,wc_platz_rechts,wc_platz_links,wc_spuelknopf_hinten,wc_spuelknopf_rechts,wc_spuelknopf_links,wc_spuelknopf_hoehe,wc_position_notruf,wc_hoehe_notruf,wc_bermerkung,foto,shape
wc_finder_opendata.127,"Mobile Toilettenkabine ""südöstl. Conwentzbrücke""",München,81479,,,,,,divers/unisex,,0,2 mobile Toilettenkabinen | Bild: http://badsyip001.srv.muenchen.de/DATEN/einrichtungen/wc/bild/1047.jpg,voll funktionsfähig,,wasserbau-bauwerksunterhalt.bau@muenchen.de,,,BAU-J3,02.11.2023 / 07.05.2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (689241.2200007883 5328439.919998128)
wc_finder_opendata.128,"Mobile Toilettenkabine ""nördl. Wasserwachtstation""",München,81379,Marienklausenbrücke,3,,,nicht bei Hochwasser,divers/unisex,,0,2 mobile Toilettenkabinen | Bild: http://badsyip001.srv.muenchen.de/DATEN/einrichtungen/wc/bild/1064.jpg,voll funktionsfähig,,wasserbau-bauwerksunterhalt.bau@muenchen.de,,,BAU-J3,28.03.2023 / 07.05.2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (689804.0555008 5329818.360498095)
wc_finder_opendata.129,"Mobile Toilettenkabine ""Zellstraße, Muffatwerk""",München,81667,,,,,,divers/unisex,,0,1 mobile Toilettenkabine | Bild: http://badsyip001.srv.muenchen.de/DATEN/einrichtungen/wc/bild/1120.jpg,voll funktionsfähig,,wasserbau-bauwerksunterhalt.bau@muenchen.de,,,BAU-J3,28.03.2023 / 07.05.2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (692610.4080008594 5334332.293997904)
wc_finder_opendata.130,"Mobile Toilettenkabine ""Flaucher, südwestl. Brudermühlbrücke""",München,81379,,,,,,divers/unisex,,0,1 mobile Toilettenkabine | Bild: http://badsyip001.srv.muenchen.de/DATEN/einrichtungen/wc/bild/1117.jpg,voll funktionsfähig,,wasserbau-bauwerksunterhalt.bau@muenchen.de,,,BAU-J3,28.03.2023 / 07.05.2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (690456.1810008133 5331604.3839980485)
wc_finder_opendata.131,"Mobile Toilettenkabine ""Praterinsel 6""",München,80538,Praterinsel,6,,,,divers/unisex,,0,1 mobile Toilettenkabine | Bild: http://badsyip001.srv.muenchen.de/DATEN/einrichtungen/wc/bild/1119.jpg,voll funktionsfähig,,wasserbau-bauwerksunterhalt.bau@muenchen.de,,,BAU-J3,28.03.2023 / 07.05.2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (692595.1350008589 5334529.877997906)
wc_finder_opendata.132,Öffentliche Toilette U-Bahnhof Kurfürstenplatz H,München,80796,Kurfürstenplatz,,EG,,Täglich 06:00 Uhr bis 24:00 Uhr,männlich,0.60000002,0,,voll funktionsfähig,,service@hering-sanikonzept.de,https://www.wc-fresh.com,089-54369744,Hering Sanikonzept GmbH,26.03.2024 / 25.03.2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (691487.3600008341 5337277.509997972)
wc_finder_opendata.133,Öffentliche Toilette U-Bahnhof Westfriedhof H,München,80992,Baldurstraße,,1.UG,16,Täglich 06:00 Uhr bis 24:00 Uhr,männlich,0.60000002,0,,voll funktionsfähig,,service@hering-sanikonzept.de,https://www.wc-fresh.com,089-54369744,Hering Sanikonzept GmbH,26.03.2024 / 15.01.2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (687994.5600007612 5338170.539998183)
wc_finder_opendata.134,Öffentliche Toilette U-Bahnhof Westfriedhof D,München,80992,Baldurstraße,,1.UG,17,Täglich 06:00 Uhr bis 24:00 Uhr,weiblich,0.60000002,1,,voll funktionsfähig,,service@hering-sanikonzept.de,https://www.wc-fresh.com,089-54369744,Hering Sanikonzept GmbH,26.03.2024 / 15.01.2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (687994.5600007612 5338170.539998183)
wc_finder_opendata.135,Öffentliche Toilette U-Bahnhof Forstenrieder Allee D,München,81476,Züricher Str.,,1.UG,,Täglich 06:00 Uhr bis 24:00 Uhr,weiblich,0,0,,voll funktionsfähig,,service@hering-sanikonzept.de,https://www.wc-fresh.com,089-54369744,Hering Sanikonzept GmbH,20.03.2024 / 15.01.2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (685998.6700007231 5329894.059998304)
wc_finder_opendata.136,Öffentliche Toilette U-Bahnhof Westfriedhof B,München,80992,Baldurstraße,,1.UG,15,Täglich 06:00 Uhr bis 24:00 Uhr,barrierefrei,0,0,,voll funktionsfähig,,service@hering-sanikonzept.de,https://www.wc-fresh.com,089-54369744,Hering Sanikonzept GmbH,26.03.2024 / 15.01.2025,1,0,,,,,,,,,,,,,,,,,,,,,,200,0,0,0,1,1,100,200,140,Öffnet nach außen/Türanschlag links,1,0,1,0,1,,98,,0,0,1,0,0,0,0,105,87,,80,70,35,1,1,67,89,46,110,110,25,1,1,1,103,links,85,,,POINT (687994.5600007612 5338170.539998183)
wc_finder_opendata.137,Öffentliche Toilette U-Bahnhof Forstenrieder Allee H,München,81476,Züricher Str.,,1.UG,,Täglich 06:00 Uhr bis 24:00 Uhr,männlich,0,0,,voll funktionsfähig,,service@hering-sanikonzept.de,https://www.wc-fresh.com,089-54369744,Hering Sanikonzept GmbH,20.03.2024 / 15.01.2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (685998.6700007231 5329894.059998304)
wc_finder_opendata.138,Öffentliche Toilette U-Bahnhof Neuperlach Süd,München,81739,Schindlerplatz,,EG,,Täglich 06:00 Uhr bis 24:00 Uhr,divers/unisex und barrierefrei,0.60000002,0,,voll funktionsfähig,,service@hering-sanikonzept.de,https://www.wc-fresh.com,089-54369744,Hering Sanikonzept GmbH,26.03.2024 / 10.10.2024,1,0,,Öffnet nach außen/Türanschlag rechts,1,,1,0,0,,96,,,,,,,,,,,,,Türöffnung,0,0,,,,,,,Öffnet nach außen/Türanschlag rechts,1,0,1,0,1,,96,,0,0,1,0,0,0,0,107,97,,77.5,72.5,35,1,1,71,87,47,120,70,85,1,1,1,85,rechts,85,,,POINT (696918.10000096 5329600.889997606)
wc_finder_opendata.139,Öffentliche Toilette U-Bahnhof Trudering B,München,81825,Truderingerstr.,,1.UG,,Täglich 06:00 Uhr bis 24:00 Uhr,barrierefrei,0,0,,voll funktionsfähig,,service@hering-sanikonzept.de,https://www.wc-fresh.com,089-54369744,Hering Sanikonzept GmbH,20.09.2024 / 20.09.2024,1,0,,Öffnet nach außen/Türanschlag links,1,0,1,0,1,,96,,,,,,,,,,,,,Türöffnung,0,0,0,1,1,100,160,170,Öffnet nach außen/Türanschlag links,1,0,1,0,1,,96,,0,0,1,0,0,0,0,110,91,,78,73,35,1,1,73,89,49,140,72,97,1,1,1,87,rechts,82,,,POINT (698201.2000009901 5333685.029997494)
wc_finder_opendata.140,Öffentliche Toilette U-Bahnhof Trudering H,München,81825,Truderingerstr.,,1.UG,,Täglich 06:00 Uhr bis 24:00 Uhr,männlich,0.60000002,0,,voll funktionsfähig,,service@hering-sanikonzept.de,https://www.wc-fresh.com,089-54369744,Hering Sanikonzept GmbH,20.09.2024 / 20.09.2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (698201.2000009901 5333685.029997494)
wc_finder_opendata.141,Öffentliche Toilette U-Bahnhof Mangfallplatz D,München,81547,Naupliastr.,,1.UG,10,Täglich 06:00 Uhr bis 24:00 Uhr,weiblich,0.60000002,0,,voll funktionsfähig,,service@hering-sanikonzept.de,https://www.wc-fresh.com,089-54369744,Hering Sanikonzept GmbH,08.03.2024 / 01.07.2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (692046.1500008479 5330321.429997952)
wc_finder_opendata.142,Öffentliche Toilette U-Bahnhof Milbertshofen H,München,80807,Knorrstr. / Petuelring,,1.UG,7,Täglich 06:00 Uhr bis 24:00 Uhr,männlich,0.60000002,0,,voll funktionsfähig,,service@hering-sanikonzept.de,https://www.wc-fresh.com,089-54369744,Hering Sanikonzept GmbH,26.03.2024 / 27.06.2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (691256.6600008287 5339719.439997983)
wc_finder_opendata.143,Öffentliche Toilette U-Bahnhof Milbertshofen D,München,80807,Knorrstr. / Petuelring,,1.UG,10,Täglich 06:00 Uhr bis 24:00 Uhr,weiblich,0.60000002,1,,voll funktionsfähig,,service@hering-sanikonzept.de,https://www.wc-fresh.com,089-54369744,Hering Sanikonzept GmbH,26.03.2024 / 27.06.2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (691256.6600008287 5339719.439997983)
wc_finder_opendata.144,Öffentliche Toilette U-Bahnhof Milbertshofen B,München,80807,Knorrstr. / Petuelring,,1.UG,8,Täglich 06:00 Uhr bis 24:00 Uhr,barrierefrei,0.60000002,0,,voll funktionsfähig,,service@hering-sanikonzept.de,https://www.wc-fresh.com,089-54369744,Hering Sanikonzept GmbH,26.03.2024 / 27.06.2024,1,0,,,,,,,,,,,,,,,,,,,,,,Türöffnung,0,0,1,1,1,100,175,110,Öffnet nach außen/Türanschlag rechts,1,0,1,0,1,,98,,0,0,1,0,0,0,0,110,88,,81,71,35,1,1,67,88,47,160,86,65,1,1,1,84,rechts,85,,,POINT (691256.6600008287 5339719.439997983)
wc_finder_opendata.145,Öffentliche Toilette U-Bahnhof Feldmoching H,München,80995,Bernhardstraße,,1.UG,28.1,Täglich 06:00 Uhr bis 24:00 Uhr,männlich,0.60000002,1,,voll funktionsfähig,,service@hering-sanikonzept.de,https://www.wc-fresh.com,089-54369744,Hering Sanikonzept GmbH,26.03.2024 / 27.06.2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (688809.2100007766 5343190.189998128)
wc_finder_opendata.146,Öffentliche Toilette U-Bahnhof Feldmoching D,München,80995,Bernhardstraße,,1.UG,27.1,Täglich 06:00 Uhr bis 24:00 Uhr,weiblich,0.60000002,1,,voll funktionsfähig,,service@hering-sanikonzept.de,https://www.wc-fresh.com,089-54369744,Hering Sanikonzept GmbH,26.03.2024 / 27.06.2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (688809.2100007766 5343190.189998128)
wc_finder_opendata.147,Öffentliche Toilette U-Bahnhof Messestadt Ost H,München,81829,Willy-Brandt-Platz,,1.UG,12,Täglich 06:00 Uhr bis 24:00 Uhr,männlich,0.60000002,0,,voll funktionsfähig,,service@hering-sanikonzept.de,https://www.wc-fresh.com,089-54369744,Hering Sanikonzept GmbH,26.03.2024 / 27.06.2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (701206.3100010657 5334677.78999723)
wc_finder_opendata.148,Öffentliche Toilette U-Bahnhof Feldmoching B,München,80995,Bernhardstraße,,1.UG,28,Täglich 06:00 Uhr bis 24:00 Uhr,barrierefrei,0,1,,voll funktionsfähig,,service@hering-sanikonzept.de,https://www.wc-fresh.com,089-54369744,Hering Sanikonzept GmbH,26.03.2024 / 27.06.2024,1,1,,,,,,,,,,,,,,,,,,,,,,Türöffnung,0,0,1,1,1,100,166,135,Öffnet nach außen/Türanschlag rechts,1,0,1,0,1,,98,,0,0,1,0,1,0,1,106,89,,,verstellbar,,1,1,67,82,44,,160,100,1,1,1,77,rechts,84,,,POINT (688809.2100007766 5343190.189998128)
wc_finder_opendata.149,Öffentliche Toilette U-Bahnhof Kurfürstenplatz B,München,80796,Kurfürstenplatz,,EG,,Täglich 06:00 Uhr bis 24:00 Uhr,barrierefrei,0,1,,voll funktionsfähig,,service@hering-sanikonzept.de,https://www.wc-fresh.com,089-54369744,Hering Sanikonzept GmbH,26.03.2024 / 27.06.2024,1,1,,Sonstige Tür ,1,,,,,,,,,,,,,,,,,,,Türöffnung,0,0,0,1,0,,,,Öffnet nach außen/Türanschlag rechts,1,0,1,0,1,,92,automatische Türöffnung beim aufschließen,0,0,1,0,1,0,1,107,116,,,verstellbar,,1,1,65,76,47,160,160,200,1,1,1,74,links,86,,,POINT (691492.4900008342 5337281.7099979725)
wc_finder_opendata.150,Öffentliche Toilette U-Bahnhof Messestadt Ost D,München,81829,Willy-Brandt-Platz,,1.UG,14,Täglich 06:00 Uhr bis 24:00 Uhr,weiblich,0.60000002,1,,voll funktionsfähig,,service@hering-sanikonzept.de,https://www.wc-fresh.com,089-54369744,Hering Sanikonzept GmbH,26.03.2024 / 27.06.2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (701206.3100010657 5334677.78999723)
wc_finder_opendata.151,Öffentliche Toilette U-Bahnhof Messestadt Ost B,München,81829,Willy-Brandt-Platz,,1.UG,13,Täglich 06:00 Uhr bis 24:00 Uhr,barrierefrei,0,0,,voll funktionsfähig,,service@hering-sanikonzept.de,https://www.wc-fresh.com,089-54369744,Hering Sanikonzept GmbH,26.03.2024 / 27.06.2024,,0,,,,,,,,,,,,,,,,,,,,,,Türöffnung,0,0,0,1,1,100,200,170,Öffnet nach außen/Türanschlag rechts,1,0,1,0,1,,95,,0,0,1,0,0,0,0,104,88,87,79,74,35,1,1,68,83,47,140,104,92,1,1,1,79,rechts,85,,,POINT (701206.3100010657 5334677.78999723)
wc_finder_opendata.152,Öffentliche Toilette U-Bahnhof Hasenbergl H,München,80933,Dülferstr.,,1.UG,17,Täglich 06:00 Uhr bis 24:00 Uhr,männlich,0.60000002,1,,voll funktionsfähig,,service@hering-sanikonzept.de,https://www.wc-fresh.com,089-54369744,Hering Sanikonzept GmbH,26.03.2024 / 27.06.2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (689790.270000797 5343179.26999807)
wc_finder_opendata.153,Öffentliche Toilette U-Bahnhof Hasenbergl D,München,80933,Dülferstr.,,1.UG,14,Täglich 06:00 Uhr bis 24:00 Uhr,weiblich,0.60000002,1,,voll funktionsfähig,,service@hering-sanikonzept.de,https://www.wc-fresh.com,089-54369744,Hering Sanikonzept GmbH,26.03.2024 / 27.06.2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (689790.270000797 5343179.26999807)
wc_finder_opendata.154,Öffentliche Toilette U-Bahnhof Hasenbergl B,München,80933,Dülferstr.,,1.UG,16,Täglich 06:00 Uhr bis 24:00 Uhr,barrierefrei,0,0,,voll funktionsfähig,,service@hering-sanikonzept.de,https://www.wc-fresh.com,089-54369744,Hering Sanikonzept GmbH,26.03.2024 / 27.06.2024,1,0,,,,,,,,,,,,,,,,,,,,,,Türöffnung,0,0,1,1,1,100,160,136,Öffnet nach außen/Türanschlag links,1,0,1,0,1,,97,,0,0,1,0,0,0,0,105,90,,79,74,35,1,1,67.5,81,47,140,98,110,1,1,1,76,rechts,86,,,POINT (689790.270000797 5343179.26999807)
wc_finder_opendata.155,Öffentliche Toilette U-Bahnhof Richard-Strauss Straße B,München,81679,Richard-Strauss-Straße,,1.UG,12,Täglich 06:00 Uhr bis 24:00 Uhr,barrierefrei,0,0,,voll funktionsfähig,,service@hering-sanikonzept.de,https://www.wc-fresh.com,089-54369744,Hering Sanikonzept GmbH,26.03.2024 / 27.04.2024,,0,,,,,,,,,,,,1,0,0,1,1,0,36,16,0,,,0,0,0,1,1,100,140,130,Öffnet nach außen/Türanschlag links,,0,1,1,1,,96,,0,0,0,0,0,0,0,,,,81,69,,1,1,67,86,49,200,100,100,1,0,0,100,nicht vorhanden,,,,POINT (694615.8600009042 5336165.529997761)
wc_finder_opendata.156,"Öffentliche Toilette ""Sendlinger Wald/ Südpark""",München,81379,,,,,ganzjährig täglich 06:00 - 22:00 Uhr,divers/unisex und barrierefrei,0,0,,voll funktionsfähig,,service@hering-sanikonzept.de,https://www.wc-fresh.com,+49 2736 27-216,BAU-G,12.09.2023 / 24.04.2024,1,0,0,,0,0,0,0,0,,,,,0,0,0,0,0,0,,,0,,,0,0,0,0,0,,,,,0,0,0,0,0,,,,0,0,0,0,0,0,0,mind. 100,,,,,,0,0,,,,,mind. 90,mind. 90,0,0,0,,in der Nähe des WC-Beckens angebracht,,,,POINT (687060.0922007436 5330893.205298246)
wc_finder_opendata.157,Öffentliche Toilette U-Bahnhof Messestadt West H,München,81829,Willy-Brandt-Allee,,1.UG,22,Täglich 06:00 Uhr bis 24:00 Uhr,männlich,0,0,,voll funktionsfähig,,service@hering-sanikonzept.de,https://www.wc-fresh.com,089-54369744,Hering Sanikonzept GmbH,26.03.2024 / 24.04.2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (700242.060001041 5334623.029997317)
wc_finder_opendata.158,"Öffentliche Toilette "" ""Grüner Markt""",München,81673,,,,,06:00 - 22:00 Uhr,divers/unisex und barrierefrei,0,1,,voll funktionsfähig,,service@hering-sanikonzept.de,https://www.wc-fresh.com,+49 2736 27-216,Baureferat Gartenbau,24.04.2024 / 24.04.2024,0,1,0,,0,0,0,0,0,,,,,0,0,0,0,0,0,,,0,,,0,0,0,0,0,,,,,0,0,0,0,0,,,,0,0,0,0,0,0,0,,,,,,,0,0,,,,,,,0,0,0,,,,,,POINT (695818.9415009326 5334038.211597678)
wc_finder_opendata.159,Öffentliche Toilette U-Bahnhof Messestadt West B,München,81829,Willy-Brandt-Allee,,1.UG,,Täglich 06:00 Uhr bis 24:00 Uhr,barrierefrei,0,0,,voll funktionsfähig,,service@hering-sanikonzept.de,https://www.wc-fresh.com,089-54369744,Hering Sanikonzept GmbH,26.03.2024 / 24.04.2024,,0,,,,,,,,,,,,,,,,,,,,,,Türöffnung,0,0,0,1,1,100,180,130,Öffnet nach außen/Türanschlag rechts,,0,1,1,1,,96,,0,0,1,0,0,0,0,103,96,93,81,69,50,1,1,67,87,46,140,90,90,1,1,1,81,links,85,,,POINT (700242.060001041 5334623.029997317)
wc_finder_opendata.160,"Öffentliche Toilettenanlage ""Hirschgarten""",München,80639,De-La-Paz-Straße,68,,,"ganzjährig, ganztägig",divers/unisex,0,0,,voll funktionsfähig,,gartenbau@muenchen.de,,,BAU-G 21,27.09.2023 / 24.04.2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (686566.4175007332 5335774.1915982645)
wc_finder_opendata.161,"Öffentliche Toilette ""Hypopark""",München,81667,,,,,06.00 - 22:00 Uhr,divers/unisex und barrierefrei,0,1,,voll funktionsfähig,,service@hering-sanikonzept.de,https://www.wc-fresh.com,+49 2736 27-216,Baureferat Gartenbau,24.04.2024 / 24.04.2024,0,1,0,,0,0,0,0,0,,,,,0,0,0,0,0,0,,,0,,,0,0,0,0,0,,,,,0,0,0,0,0,,,,0,0,0,0,0,0,0,,,,,,,0,0,,,,,,,0,0,0,,,,,,POINT (693806.689700886 5334309.826597823)
wc_finder_opendata.162,Öffentliche Toilette U-Bahnhof Messestadt West D,München,81829,Willy-Brandt-Allee,,1.UG,21,Täglich 06:00 Uhr bis 24:00 Uhr,weiblich,0,0,,voll funktionsfähig,,service@hering-sanikonzept.de,https://www.wc-fresh.com,089-54369744,Hering Sanikonzept GmbH,26.03.2024 / 24.04.2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (700242.060001041 5334623.029997317)
wc_finder_opendata.163,"Öffentliche Toilette ""Freihamer Anger""",München,81248,,,,,06:00 - 22:00 Uhr,divers/unisex und barrierefrei,0,0,,voll funktionsfähig,,service@hering-sanikonzept.de,https://www.wc-fresh.com,+49 2736 27-216,Baureferat Gartenbau,24.04.2024 / 24.04.2024,0,1,0,,0,0,0,0,0,,,,,0,0,0,0,0,0,,,0,,,0,0,0,0,0,,,,,0,0,0,0,0,,,,0,0,0,0,0,0,0,,,,,,,0,0,,,,,,,0,0,0,,,,,,POINT (679289.2162006008 5335367.1092986055)
wc_finder_opendata.164,Öffentliche Toilette U-Bahnhof Petuelring B,München,80809,Schleißheimerstr.,,EG,,Täglich 06:00 Uhr bis 24:00 Uhr,barrierefrei,0,0,,voll funktionsfähig,,service@hering-sanikonzept.de,https://www.wc-fresh.com,089-54369744,Hering Sanikonzept GmbH,26.03.2024 / 19.04.2024,1,0,,,,,,,,,,,,,,,,,,,,,,Türöffnung,0,0,1,0,1,100,160,100,Öffnet nach außen/Türanschlag links,,0,1,1,1,,100,,0,0,1,0,0,0,0,117,,,85,73,,1,1,70,86,52,260,75,80,1,0,0,120,nicht vorhanden,,,,POINT (690819.1500008195 5339020.929998013)
wc_finder_opendata.165,Öffentliche Toilette U-Bahnhof Petuelring D,München,80809,Schleißheimerstr.,,EG,,Täglich 06:00 Uhr bis 24:00 Uhr,weiblich,0,0,,voll funktionsfähig,,service@hering-sanikonzept.de,https://www.wc-fresh.com,089-54369744,Hering Sanikonzept GmbH,26.03.2024 / 19.04.2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (690819.1500008195 5339020.929998013)
wc_finder_opendata.166,Öffentliche Toilette U-Bahnhof Petuelring H,München,80809,Schleißheimerstr.,,EG,,Täglich 06:00 Uhr bis 24:00 Uhr,männlich,0,0,,voll funktionsfähig,,service@hering-sanikonzept.de,https://www.wc-fresh.com,089-54369744,Hering Sanikonzept GmbH,26.03.2024 / 19.04.2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (690819.1500008195 5339020.929998013)
wc_finder_opendata.167,Öffentliche Toilette U-Bahnhof Kurfürstenplatz D,München,80796,Kurfürstenplatz,,EG,,Täglich 06:00 Uhr bis 24:00 Uhr,weiblich,0.60000002,1,,voll funktionsfähig,,service@hering-sanikonzept.de,https://www.wc-fresh.com,089-54369744,Hering Sanikonzept GmbH,26.03.2024 / 29.03.2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (691487.3600008341 5337277.509997972)
wc_finder_opendata.168,Öffentliche Toilette U-Bahnhof Thalkirchen D,München,81371,Schäftlarnstraße,,1.UG,27,Täglich 06:00 Uhr bis 24:00 Uhr,weiblich,0.60000002,1,,voll funktionsfähig,,service@hering-sanikonzept.de,https://www.wc-fresh.com,089-54369744,Hering Sanikonzept GmbH,27.03.2024 / 27.03.2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (689572.3100007949 5330741.249998104)
wc_finder_opendata.169,Öffentliche Toilette U-Bahnhof Klinikum Großhadern B,München,81377,Max-Lebsche-Platz,,EG,,Täglich 06:00 Uhr bis 24:00 Uhr,barrierefrei,0,0,,voll funktionsfähig,,service@hering-sanikonzept.de,https://www.wc-fresh.com,089-54369744,Hering Sanikonzept GmbH,27.03.2024 / 27.03.2024,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,,,Öffnet nach außen/Türanschlag links,1,0,1,0,1,,100,,0,0,1,0,0,0,0,118,93,,,verstellbar,,1,1,66,83,46,160,92,87,1,1,1,78,rechts,85,,,POINT (684055.2000006858 5331356.3199984)
wc_finder_opendata.170,Öffentliche Toilette U-Bahnhof Klinikum Großhadern D,München,81377,Max-Lebsche-Platz,,EG,,Täglich 06:00 Uhr bis 24:00 Uhr,weiblich,0.60000002,1,,voll funktionsfähig,,service@hering-sanikonzept.de,https://www.wc-fresh.com,089-54369744,Hering Sanikonzept GmbH,27.03.2024 / 27.03.2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (684055.2000006858 5331356.3199984)
wc_finder_opendata.171,Öffentliche Toilette U-Bahnhof Klinikum Großhadern H,München,81377,Max-Lebsche-Platz,,EG,,Täglich 06:00 Uhr bis 24:00 Uhr,männlich,0.60000002,0,,voll funktionsfähig,,service@hering-sanikonzept.de,https://www.wc-fresh.com,089-54369744,Hering Sanikonzept GmbH,27.03.2024 / 27.03.2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (684055.2000006858 5331356.3199984)
